5.000100000000000655e-01 3.972120277218579076e+01 7.931495128220448976e+01 8.856650633569385889e+01
1.500010000000000066e+00 1.423257577693370735e+01 1.983206048073452266e+01 2.951495325920572199e+01
2.500010000000000066e+00 8.600049524980502014e+00 7.494846067554310487e+00 1.188964292402100398e+01
3.500009999999999621e+00 5.500136063464783120e+00 3.559516721511113868e+00 6.037313637477542905e+00
4.500009999999999621e+00 3.744624100326503058e+00 1.654746618866401286e+00 3.290410042347150288e+00
5.500009999999999621e+00 2.708032864927544914e+00 6.987961038451778739e-01 1.846555195226020185e+00
6.500009999999999621e+00 2.044679387117473546e+00 2.201169965237881609e-01 1.063606521319467646e+00
7.500009999999999621e+00 1.602787867518469023e+00 -2.509734979888428655e-02 6.359792994061580496e-01
8.500009999999999621e+00 1.289911165362397139e+00 -1.565663153790748108e-01 3.871449306056919948e-01
9.500009999999999621e+00 1.057664084940600047e+00 -2.176698368743806011e-01 2.464942094494704805e-01
1.050000999999999962e+01 8.829779854581005782e-01 -2.482152738109842105e-01 1.621263190405423660e-01
1.150000999999999962e+01 7.460477177582240937e-01 -2.567480359050594574e-01 1.044979463339000825e-01
1.250000999999999962e+01 6.379598846337313223e-01 -2.566316608164740942e-01 6.836258784672435973e-02
1.350000999999999962e+01 5.504800203316447815e-01 -2.497740998262332202e-01 4.367171445165110577e-02
1.450000999999999962e+01 4.794845757346059001e-01 -2.398231078315056219e-01 2.467218000087861504e-02
1.550000999999999962e+01 4.195908564644518224e-01 -2.292969538176011790e-01 1.552709278005995688e-02
1.650000999999999962e+01 3.698224568563187042e-01 -2.175039457510700436e-01 6.011991981427701644e-03
1.750000999999999962e+01 3.281700538608673945e-01 -2.065423289389018147e-01 6.197169124131450112e-04
1.850000999999999962e+01 2.922928730857259350e-01 -1.947902527182816812e-01 -3.578462684380449149e-03
1.950000999999999962e+01 2.614064551568033301e-01 -1.852738560654365596e-01 -5.626506713051667059e-03
2.050000999999999962e+01 2.347270175576226248e-01 -1.737853201962693828e-01 -8.894465428786661396e-03
2.150000999999999962e+01 2.111870621467440146e-01 -1.649340580895921060e-01 -1.164620512614345828e-02
2.250000999999999962e+01 1.902795971011185527e-01 -1.553857667854183222e-01 -9.898078025187299553e-03
2.350000999999999962e+01 1.724119883301996892e-01 -1.476856027660841952e-01 -1.210391192582942199e-02
2.450000999999999962e+01 1.564164005541305580e-01 -1.401268583843331139e-01 -1.243858797311365484e-02
2.550000999999999962e+01 1.421587444462875660e-01 -1.329912425676565702e-01 -1.366109949496091894e-02
2.650000999999999962e+01 1.296997494721895960e-01 -1.265881572682722445e-01 -1.330780392460968915e-02
