1.175000000000000000e+02 1.961612030739654910e-03 -5.172955201192543442e-03 4.313954675662225006e-04 2.746772136182782512e-05 1.825201265504871652e-04
1.225000000000000000e+02 8.432907560809412484e-04 -4.814569287206812466e-03 2.684957430800902949e-04 -9.796624726346880461e-05 2.229754989836380582e-04
1.275000000000000000e+02 -5.951747749748416721e-06 -4.529428386954464404e-03 3.175881279518935423e-04 4.750795831133907397e-05 -4.135819482103603916e-05
1.325000000000000000e+02 -5.672974494936740796e-04 -4.283401904368889720e-03 3.746773652261709388e-04 -2.811403583012624544e-05 1.760897347457700453e-04
1.375000000000000000e+02 -8.378499859343828491e-04 -4.144733311166231941e-03 5.793122074854994974e-04 1.216357394970163227e-05 1.232869509405128488e-05
1.425000000000000000e+02 -9.597032427050072520e-04 -3.790109223193604496e-03 4.362498913296109664e-04 1.769650047347697702e-04 6.504217368131381570e-05
1.475000000000000000e+02 -9.743682135969527125e-04 -3.517894205466039290e-03 4.370818888093193550e-04 -3.072029603172022548e-05 2.257652934256976909e-05
1.525000000000000000e+02 -9.891484490593006190e-04 -3.218616362620988890e-03 4.274264518605740875e-04 1.285719700211875732e-04 1.368528579649851324e-04
1.575000000000000000e+02 -9.722538112203304560e-04 -2.894330054061714386e-03 3.340253618111123758e-04 1.800974640104863048e-04 8.465894682125327860e-05
1.625000000000000000e+02 -9.398611019043794177e-04 -2.560603579902754560e-03 3.952314235678083885e-04 -1.133083932051633688e-04 1.703207544375656942e-07
1.675000000000000000e+02 -9.216866453507594967e-04 -2.246321147781820543e-03 2.834799525163332785e-04 -8.409477361261058828e-05 -1.029844794684825243e-04
1.725000000000000000e+02 -8.524269485445682901e-04 -1.992031992938036490e-03 2.373104629109295757e-04 -1.852028791865149111e-04 -1.635842845501276938e-05
1.775000000000000000e+02 -8.206244402089201469e-04 -1.707260742799447759e-03 1.520366122306945867e-04 -6.826567450457923585e-05 -2.004552030433183149e-04
1.825000000000000000e+02 -7.593470221675668874e-04 -1.539046211960356028e-03 1.305953976442479657e-04 -1.049092875944861300e-04 -3.765852497535392341e-05
1.875000000000000000e+02 -6.759668757482858049e-04 -1.393732579880694851e-03 1.176373276697879487e-04 -9.089766665422851848e-05 -7.466838617894348915e-05
1.925000000000000000e+02 -6.450020930770179782e-04 -1.160800166194689981e-03 1.983226657046395958e-04 -2.279043880735478708e-04 -5.077247128064470524e-05
1.975000000000000000e+02 -6.439788364394260969e-04 -1.124648978898280154e-03 3.050380685783696429e-04 -1.678412699546739657e-04 3.812459808866255581e-05
2.025000000000000000e+02 -6.112981731191425303e-04 -1.084757805232660710e-03 1.393554965410613025e-04 -1.108988746320326192e-04 1.776521536599734300e-04
2.075000000000000000e+02 -5.421624725998451131e-04 -1.080283762078025926e-03 9.719187091907960960e-05 -1.479378356583926663e-04 1.538775703077114470e-04
2.125000000000000000e+02 -4.931020099681391981e-04 -1.015525371228727424e-03 1.466477831850907791e-05 -8.342859664274489577e-05 8.178709334538917933e-05
2.175000000000000000e+02 -4.278426852727169362e-04 -9.190614907917700601e-04 3.246272317426481094e-06 -8.057689342264820909e-05 1.461742395864660908e-04
2.225000000000000000e+02 -3.621131614804695741e-04 -7.836103160646203450e-04 5.408700213782264633e-05 -6.262658419535628129e-05 -1.220528588338182338e-04
2.275000000000000000e+02 -3.095648404406594690e-04 -7.037743930074865815e-04 1.410142239032936807e-04 -2.656369715351933618e-04 -1.046826917978857800e-04
2.325000000000000000e+02 -2.891150145822636184e-04 -6.336189278089898649e-04 2.572822083129970680e-04 -2.033929328369823487e-04 -4.140938058281969704e-05
2.375000000000000000e+02 -2.269481226921841674e-04 -5.555865481792601800e-04 2.248874383767694588e-04 -2.936639143851790617e-04 6.240173263392067924e-06
2.425000000000000000e+02 -2.164854284227434738e-04 -5.894508873731670691e-04 2.279152708032058440e-04 -2.252716112013822356e-04 3.320572821306477107e-05
2.475000000000000000e+02 -2.046311805379474522e-04 -5.535384084147958097e-04 1.846778751405535378e-04 -1.917952815804824847e-04 1.420386460708649226e-04
2.525000000000000000e+02 -2.081415534728992239e-04 -5.306186722096069416e-04 2.025687060249179480e-04 -2.193488138552200748e-04 1.844177892074314008e-04
2.575000000000000000e+02 -2.279754064286372442e-04 -5.568542488429568385e-04 1.495678261131480765e-04 -9.607358028883342365e-05 8.147693611303640209e-05
2.625000000000000000e+02 -2.072264945939320782e-04 -5.908320085034826511e-04 5.925811558790419845e-05 -2.223169565631830916e-04 3.211230355648467033e-05
2.675000000000000000e+02 -1.902975098919632035e-04 -4.842279573818600931e-04 4.929598699543088212e-05 -2.697250753402876959e-05 1.535815401574501665e-05
2.725000000000000000e+02 -1.589895002176815717e-04 -4.093824646849016330e-04 3.295158049845641602e-05 -4.060475745024679748e-05 4.549804774864933758e-05
2.775000000000000000e+02 -1.787786445563451887e-04 -3.721720677451455261e-04 -2.576764595162745567e-05 -8.959150244694721063e-05 6.356970933304323130e-05
2.825000000000000000e+02 -2.021761477487125805e-04 -3.437224150580668819e-04 -4.503031706621737120e-05 -1.184200832793962723e-04 3.426177688969873764e-06
2.875000000000000000e+02 -1.838107064961622627e-04 -3.132180112390035788e-04 -5.991939654525064952e-05 -7.970395550434817536e-05 8.368467740206057240e-05
2.925000000000000000e+02 -1.406966118761875985e-04 -3.066039701347715802e-04 -5.642474672179060945e-05 -1.312984665046042221e-04 9.903744189765725401e-05
2.975000000000000000e+02 -1.683605553386140913e-04 -3.542571078166288547e-04 -1.802483330574926565e-05 2.204607707495520857e-05 1.432232884293480535e-04
