2.500000000000000000e+00 6.012465017620237440e+00 4.915933863950736615e+00 7.773386418010558074e+00 8.947390553131413071e+00 9.478800784835673454e+00
7.500000000000000000e+00 1.599479876115167176e+00 5.676487761708388924e-02 6.996769069211088432e-01 7.522670922644516533e-01 8.044299227138768105e-01
1.250000000000000000e+01 6.688767432933996337e-01 -2.044225507096134320e-01 1.078302225924153701e-01 9.045399370695472729e-02 9.147364718008439699e-02
1.750000000000000000e+01 3.544405904863469625e-01 -1.685699183354478214e-01 3.116176462013466736e-02 1.553746001660571627e-02 1.746430077952429091e-02
2.250000000000000000e+01 2.115977637806946143e-01 -1.250506576370740142e-01 1.361438725970912263e-02 3.476925872493623424e-03 4.042870107781618323e-03
2.750000000000000000e+01 1.351498463359914748e-01 -9.340777424971100085e-02 7.517299003327297495e-03 4.387471817273565981e-04 1.111433971411469922e-03
3.250000000000000000e+01 9.047651233826588257e-02 -7.194276635557177169e-02 5.488226988254181309e-03 -3.077848693827500010e-04 6.157930110130727282e-04
3.750000000000000000e+01 6.258302919625804983e-02 -5.633332676704278646e-02 3.810028093961604148e-03 -3.433428993246693070e-05 3.612108664897568911e-04
4.250000000000000000e+01 4.428113143778270727e-02 -4.590132764001939730e-02 2.737661176502194545e-03 -1.970627821335163370e-04 -1.804720539362074860e-04
4.750000000000000000e+01 3.159391063216842460e-02 -3.772981493596798408e-02 2.088192114360854553e-03 5.892286053259898713e-04 -1.670501976493962205e-04
5.250000000000000000e+01 2.299204587403668246e-02 -3.138539764829791773e-02 1.531022380868172009e-03 3.792441958047661622e-04 -9.710130138105477389e-05
5.750000000000000000e+01 1.678486402500669120e-02 -2.623666809612109838e-02 1.479296048376807070e-03 4.101907013681617919e-04 1.286590950396675109e-05
6.250000000000000000e+01 1.231091499541943357e-02 -2.245036533830554668e-02 1.428164372448609059e-03 4.291543746939351718e-04 -8.399585156880688230e-05
6.750000000000000000e+01 9.007641504352967635e-03 -1.922801386357956069e-02 8.478158594954446781e-04 1.057820347308696267e-04 -2.114323426350119472e-04
7.250000000000000000e+01 6.465874147874704596e-03 -1.634334153123899458e-02 9.944606459643099989e-04 9.083651743269350297e-05 -8.592245078692018379e-05
7.750000000000000000e+01 4.677566304353573783e-03 -1.400500044870121689e-02 8.729959525955751200e-04 -5.142849342412322518e-05 -1.722375775156797530e-05
8.250000000000000000e+01 3.604226954606924195e-03 -1.195060652076883854e-02 4.546480137124676185e-04 -6.105027510032749391e-05 2.593472182782001435e-04
8.750000000000000000e+01 3.280257081459234721e-03 -1.035459985076610766e-02 1.583528900196742026e-04 -1.127997430972841746e-04 1.499218102471719719e-04
9.250000000000000000e+01 3.569572163480357746e-03 -8.897318094787744908e-03 2.078726484105780561e-04 1.927062308255800120e-04 -8.083156364471774462e-05
9.750000000000000000e+01 3.974486202457648033e-03 -7.973376602301403965e-03 7.428210367058774412e-05 8.778984179945937205e-05 -7.901276389999849572e-05
1.025000000000000000e+02 4.224702448618795209e-03 -7.184032847477156078e-03 1.907151625347945894e-04 2.048169014591455086e-05 4.251442833713960171e-05
1.075000000000000000e+02 3.840935855600476501e-03 -6.428765278896401980e-03 2.960999274237731123e-04 -1.626261534159407631e-05 2.133360687878189791e-04
1.125000000000000000e+02 3.031589964975313096e-03 -5.584494273524714773e-03 4.289668013653532251e-04 -1.321460357196041458e-04 4.291443334975965189e-04
