5.000000000000000000e-01 4.062975810821092182e+01 8.175728863624082976e+01 9.202894231970213923e+01 9.086018178497899100e+01 8.420105672903042660e+01
1.500000000000000000e+00 1.447145898578585133e+01 2.020064454024495504e+01 3.001666627438575219e+01 3.456748238170058585e+01 3.556888531377106943e+01
2.500000000000000000e+00 8.759221460128632231e+00 7.682574927578811774e+00 1.212398036448934668e+01 1.444536845789178869e+01 1.565703297890989631e+01
3.500000000000000000e+00 5.620883700338215938e+00 3.685067451086419865e+00 6.186905922323295393e+00 7.251509159681991612e+00 7.898159727352936699e+00
4.500000000000000000e+00 3.845347179801525073e+00 1.757221416918292478e+00 3.398576677830204229e+00 3.941925911229514412e+00 4.256417138587392124e+00
5.500000000000000000e+00 2.793420882841610720e+00 7.834215294020638876e-01 1.928304136872906804e+00 2.189282556273850044e+00 2.361690137978599946e+00
6.500000000000000000e+00 2.118659113040788355e+00 2.908218243025055827e-01 1.131725955721276211e+00 1.236295119796810393e+00 1.335575385758771993e+00
7.500000000000000000e+00 1.667517029758242675e+00 3.768185818412343041e-02 6.926054250081683517e-01 7.434873877753784832e-01 7.839782844061617961e-01
8.500000000000000000e+00 1.348216315256425046e+00 -9.823743411724285279e-02 4.396721801028474208e-01 4.497941127324575628e-01 4.723692261976089601e-01
9.500000000000000000e+00 1.111329357479100999e+00 -1.633799847362161217e-01 2.932780936641130043e-01 2.848787190404792891e-01 3.063339823249992544e-01
1.050000000000000000e+01 9.316075509318798575e-01 -1.972912024319079805e-01 2.068646634086556413e-01 1.876006715963950688e-01 1.917155499700327059e-01
1.150000000000000000e+01 7.905577434036469286e-01 -2.096703246678857380e-01 1.448602586326493691e-01 1.277171307996476657e-01 1.312726669803649104e-01
1.250000000000000000e+01 6.793009010201245257e-01 -2.119836119527815088e-01 1.066960860923899662e-01 8.768207870993033337e-02 8.734836888858460435e-02
