1.163287833345424588e+03 8.833857994404708397e-04
1.164796850897263084e+03 8.918538958124171525e-04
1.166305868449101354e+03 9.012181252761729700e-04
1.167814886000939850e+03 9.113668328689235017e-04
1.169323903552778120e+03 9.221883636278479937e-04
1.170832921104616617e+03 9.335710625901328481e-04
1.172341938656454886e+03 9.454032747929566605e-04
1.173850956208293383e+03 9.575733452735060497e-04
1.175359973760131652e+03 9.699696190689592861e-04
1.176868991311970149e+03 9.824804412165032055e-04
1.178378008863808418e+03 9.949941567533164034e-04
1.179887026415646915e+03 1.007399110716585174e-03
1.181396043967485184e+03 1.019583651638781467e-03
1.182905061519323681e+03 1.031456705057612593e-03
1.184414079071161950e+03 1.042996275399887601e-03
1.185923096623000447e+03 1.054194846992472737e-03
1.187432114174838716e+03 1.065044904162227744e-03
1.188941131726677213e+03 1.075538931236019518e-03
1.190450149278515482e+03 1.085669412540707368e-03
1.191959166830353979e+03 1.095428832403158191e-03
1.193468184382192248e+03 1.104809687439721466e-03
1.194977201934030745e+03 1.113813224029807465e-03
1.196486219485869015e+03 1.122464802708875165e-03
1.197995237037707511e+03 1.130793902612508119e-03
1.199504254589545781e+03 1.138830002876285328e-03
1.201013272141384277e+03 1.146602582635789262e-03
1.202522289693222547e+03 1.154141121026599787e-03
1.204031307245061043e+03 1.161475097184300241e-03
1.205540324796899313e+03 1.168633952345357824e-03
1.207049342348737810e+03 1.175640483895689292e-03
1.208558359900576079e+03 1.182503296829753164e-03
1.210067377452414576e+03 1.189229169941677898e-03
1.211576395004252845e+03 1.195824882025586745e-03
1.213085412556091342e+03 1.202297211875608379e-03
1.214594430107929611e+03 1.208652938285866268e-03
1.216103447659768108e+03 1.214898840050489086e-03
1.217612465211606377e+03 1.221041806839781368e-03
1.219121482763444874e+03 1.227095657149844402e-03
1.220630500315283143e+03 1.233085111088936311e-03
1.222139517867121640e+03 1.239035845723297693e-03
1.223648535418959909e+03 1.244973538119165026e-03
1.225157552970798406e+03 1.250923865342778475e-03
1.226666570522636675e+03 1.256912504460375385e-03
1.228175588074475172e+03 1.262965132538195704e-03
1.229684605626313441e+03 1.269106055366763788e-03
1.231193623178151938e+03 1.275321669355532423e-03
1.232702640729990208e+03 1.281556543631042410e-03
1.234211658281828704e+03 1.287753090087007070e-03
1.235720675833666974e+03 1.293853720617136683e-03
1.237229693385505470e+03 1.299800847115145219e-03
1.238738710937343740e+03 1.305536881474742743e-03
1.240247728489182236e+03 1.311004235589643008e-03
1.241756746041020506e+03 1.316151193729019802e-03
