2.500000000000000000e+00 5.882640324814405908e+00 4.762027896277166938e+00 7.587168379747788904e+00
7.500000000000000000e+00 1.536063571341254708e+00 -5.200105531813574086e-03 6.423905087520126456e-01
1.250000000000000000e+01 6.280828902861509411e-01 -2.490246741742400405e-01 7.004732974835511938e-02
1.750000000000000000e+01 3.253107951848712154e-01 -2.040215230063965046e-01 1.599988937997324232e-03
2.250000000000000000e+01 1.895085965798030680e-01 -1.550319126215031762e-01 -1.099294784680658610e-02
2.750000000000000000e+01 1.180422821301995995e-01 -1.195418717857153479e-01 -1.407435041622613625e-02
3.250000000000000000e+01 7.681682848386178764e-02 -9.498488237144651902e-02 -1.421267745366071311e-02
3.750000000000000000e+01 5.142308784207752503e-02 -7.693075789666711795e-02 -1.433960242768879401e-02
4.250000000000000000e+01 3.509871246364034553e-02 -6.414541066972967442e-02 -1.390007877759012050e-02
4.750000000000000000e+01 2.395250020820367809e-02 -5.430906211719036675e-02 -1.344367426783414469e-02
5.250000000000000000e+01 1.649894816580251347e-02 -4.640878859624553154e-02 -1.287932213502862230e-02
5.750000000000000000e+01 1.131932038268125204e-02 -4.000300241293861664e-02 -1.210097375099116954e-02
6.250000000000000000e+01 7.595849533244608195e-03 -3.499842248240079418e-02 -1.118380537904818672e-02
6.750000000000000000e+01 4.892735247261930168e-03 -3.063808014962004361e-02 -1.112358764658722722e-02
7.250000000000000000e+01 2.856831638843835251e-03 -2.683936372402117437e-02 -1.020973937992166423e-02
7.750000000000000000e+01 1.511727698901059892e-03 -2.371740019136053812e-02 -9.771298720754991590e-03
8.250000000000000000e+01 7.616100132625013616e-04 -2.082451108187081262e-02 -9.699372545272167204e-03
8.750000000000000000e+01 7.274812992029762882e-04 -1.846425429366980661e-02 -9.518769644454382062e-03
9.250000000000000000e+01 1.190553343065592655e-03 -1.630542600226054378e-02 -8.998013350492333959e-03
9.750000000000000000e+01 1.772334954048058629e-03 -1.465221230974404244e-02 -8.646853544826008445e-03
1.025000000000000000e+02 2.170294513926509551e-03 -1.333207587474048023e-02 -7.926238716431551617e-03
1.075000000000000000e+02 2.002466225509103633e-03 -1.223276653631450231e-02 -7.316180308661078720e-03
1.125000000000000000e+02 1.433181265130851036e-03 -1.122474285903154144e-02 -6.601578286452775002e-03
1.175000000000000000e+02 5.576029440747546024e-04 -1.065431139176345118e-02 -5.895574901460183190e-03
1.225000000000000000e+02 -3.438981072547569757e-04 -1.015987131206401439e-02 -5.517206437382172340e-03
1.275000000000000000e+02 -1.022051030505717259e-03 -9.697346518603780496e-03 -5.153365477203499835e-03
1.325000000000000000e+02 -1.448235655360046153e-03 -9.243970082663787932e-03 -4.923628799462472123e-03
1.375000000000000000e+02 -1.616023455171247333e-03 -8.861578967474243243e-03 -4.645001688509377280e-03
1.425000000000000000e+02 -1.673219107927479115e-03 -8.204149202481868935e-03 -4.672169311499343135e-03
1.475000000000000000e+02 -1.637585782472887261e-03 -7.698708379849335433e-03 -4.501996405274920690e-03
1.525000000000000000e+02 -1.583384001117368531e-03 -7.099400871223662292e-03 -4.443589386593120756e-03
1.575000000000000000e+02 -1.509501140631306628e-03 -6.572292377456894277e-03 -4.292505244359333394e-03
1.625000000000000000e+02 -1.415352667910854158e-03 -5.971580877660892517e-03 -4.107154557139721524e-03
1.675000000000000000e+02 -1.349851442813635371e-03 -5.515731869396555027e-03 -4.075681993097884578e-03
1.725000000000000000e+02 -1.245214140044625549e-03 -5.057594975078843515e-03 -3.929237645566590990e-03
1.775000000000000000e+02 -1.183724213801787186e-03 -4.650383102403662060e-03 -3.893853296950953481e-03
1.825000000000000000e+02 -1.082868457591684447e-03 -4.305354249793593747e-03 -3.757739607756534293e-03
1.875000000000000000e+02 -9.706592770653483301e-04 -3.992389264302989051e-03 -3.597173673671099324e-03
1.925000000000000000e+02 -9.277031334607179457e-04 -3.664716938672832325e-03 -3.364613884952078436e-03
1.975000000000000000e+02 -8.808888714583992851e-04 -3.474845432049987210e-03 -3.201067696683561250e-03
